0: (16,5),(29,21),(1,27),(14,20),(25,29),(8,25),(30,23),(23,20),(9,15),(7,11),(18,12),(30,30),(22,22),(27,3),(26,27),(9,0),(14,6),(20,24),(15,6),(19,17),(7,18),(15,4),(10,9),(27,0),(27,27),(27,31),(0,13),(20,13),(20,21),(18,3)
1: (17,5),(28,21),(2,27),(14,19),(26,29),(9,25),(30,22),(24,20),(10,15),(7,10),(18,13),(30,29),(22,23),(27,4),(26,26),(9,1),(14,7),(19,24),(15,5),(20,17),(8,18),(15,4),(10,10),(26,0),(27,26),(27,30),(1,13),(20,14),(20,20),(17,3)
2: (17,6),(28,22),(3,27),(15,19),(27,29),(9,24),(29,22),(25,20),(10,16),(7,9),(18,14),(30,28),(22,24),(26,4),(26,25),(8,1),(13,7),(19,25),(16,5),(21,17),(9,18),(15,5),(10,11),(25,0),(27,25),(26,30),(2,13),(21,14),(21,20),(17,4)
3: (17,7),(28,23),(3,28),(16,19),(27,28),(9,23),(29,21),(25,21),(10,17),(7,8),(18,15),(29,28),(22,25),(25,4),(26,24),(8,2),(13,8),(18,25),(16,4),(21,16),(10,18),(15,6),(9,11),(24,0),(27,24),(25,30),(3,13),(22,14),(22,20),(17,5)
4: (16,7),(27,23),(4,28),(16,18),(27,27),(9,22),(29,20),(25,22),(11,17),(7,7),(18,16),(28,28),(22,26),(24,4),(26,23),(7,2),(13,9),(17,25),(17,4),(21,15),(10,17),(15,7),(9,12),(24,1),(26,24),(24,30),(4,13),(23,14),(22,21),(16,5)
5: (16,8),(27,24),(5,28),(16,17),(27,26),(9,21),(28,20),(25,23),(11,17),(6,7),(17,16),(28,27),(22,27),(24,5),(27,23),(7,3),(13,10),(17,26),(18,4),(21,14),(10,16),(14,7),(9,13),(23,1),(25,24),(23,30),(5,13),(24,14),(22,22),(15,5)
6: (16,9),(26,24),(6,28),(17,17),(27,25),(9,20),(27,20),(26,23),(11,17),(5,7),(16,16),(27,27),(22,28),(23,5),(27,22),(7,4),(13,11),(17,27),(19,4),(21,13),(11,16),(13,7),(9,14),(23,2),(24,24),(23,31),(6,13),(25,14),(22,23),(15,6)
7: (16,10),(25,24),(7,28),(18,17),(27,24),(8,20),(27,19),(27,23),(11,17),(4,7),(15,16),(26,27),(22,29),(23,6),(27,21),(6,4),(13,12),(17,28),(20,4),(21,12),(12,16),(12,7),(9,15),(23,3),(24,25),(22,31),(7,13),(25,14),(22,23),(15,7)
8: (16,11),(24,24),(8,28),(18,16),(27,23),(7,20),(27,18),(28,23),(11,17),(4,6),(14,16),(26,26),(23,29),(22,6),(27,20),(6,5),(13,13),(17,28),(21,4),(21,11),(13,16),(11,7),(10,15),(23,4),(23,25),(21,31),(8,13),(25,14),(22,23),(14,7)
9: (17,11),(24,25),(8,29),(18,15),(27,22),(7,19),(27,17),(28,24),(11,17),(4,5),(14,17),(26,25),(23,30),(21,6),(27,19),(5,5),(13,14),(17,28),(21,3),(21,11),(13,15),(10,7),(10,16),(23,5),(22,25),(21,30),(9,13),(25,14),(22,23),(14,8)
